svs_file,y,split,pair_id,COMPOUND_NAME,EXP_ID,GROUP_ID,INDIVIDUAL_ID,file_path,url,max_grade,n_findings,n_findings_spont,dose_level,grade_ord
37101.svs,1,train,E0411-G15-P1,nifedipine,411,15,4,dataset/wsi/abnormal/37101.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/nifedipine/Liver/37101.svs,minimal,1,0,High,1
37115.svs,0,train,E0411-G16-P0,nifedipine,411,16,4,dataset/wsi/normal/37115.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/nifedipine/Liver/37115.svs,normal,0,0,High,0
37107.svs,1,train,E0411-G16-P0,nifedipine,411,16,1,dataset/wsi/abnormal/37107.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/nifedipine/Liver/37107.svs,minimal,1,0,High,1
21941.svs,0,train,E0413-G08-P0,diltiazem,413,8,2,dataset/wsi/normal/21941.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/21941.svs,normal,0,0,Low,0
21937.svs,1,train,E0413-G08-P0,diltiazem,413,8,1,dataset/wsi/abnormal/21937.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/21937.svs,minimal,1,0,Low,1
21952.svs,0,train,E0413-G08-P1,diltiazem,413,8,5,dataset/wsi/normal/21952.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/21952.svs,normal,0,0,Low,0
21945.svs,1,train,E0413-G08-P1,diltiazem,413,8,3,dataset/wsi/abnormal/21945.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/21945.svs,minimal,1,0,Low,1
22056.svs,0,train,E0413-G09-P0,diltiazem,413,9,1,dataset/wsi/normal/22056.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22056.svs,normal,0,0,Middle,0
22068.svs,1,train,E0413-G09-P0,diltiazem,413,9,4,dataset/wsi/abnormal/22068.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22068.svs,minimal,1,0,Middle,1
22080.svs,0,train,E0413-G10-P0,diltiazem,413,10,2,dataset/wsi/normal/22080.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22080.svs,normal,0,0,Middle,0
22076.svs,1,train,E0413-G10-P0,diltiazem,413,10,1,dataset/wsi/abnormal/22076.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22076.svs,slight,1,0,Middle,2
22084.svs,0,train,E0413-G10-P1,diltiazem,413,10,3,dataset/wsi/normal/22084.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22084.svs,normal,0,0,Middle,0
22088.svs,1,train,E0413-G10-P1,diltiazem,413,10,4,dataset/wsi/abnormal/22088.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diltiazem/Liver/22088.svs,minimal,1,0,Middle,1
58167.svs,0,train,E0428-G14-P0,theophylline,428,14,1,dataset/wsi/normal/58167.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/theophylline/Liver/58167.svs,normal,0,0,High,0
58179.svs,1,train,E0428-G14-P0,theophylline,428,14,3,dataset/wsi/abnormal/58179.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/theophylline/Liver/58179.svs,slight,1,0,High,2
58197.svs,0,train,E0428-G15-P0,theophylline,428,15,1,dataset/wsi/normal/58197.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/theophylline/Liver/58197.svs,normal,0,0,High,0
58216.svs,1,train,E0428-G15-P0,theophylline,428,15,5,dataset/wsi/abnormal/58216.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/theophylline/Liver/58216.svs,slight,2,0,High,2
58229.svs,0,train,E0428-G16-P0,theophylline,428,16,4,dataset/wsi/normal/58229.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/theophylline/Liver/58229.svs,normal,0,0,High,0
58222.svs,1,train,E0428-G16-P0,theophylline,428,16,3,dataset/wsi/abnormal/58222.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/theophylline/Liver/58222.svs,slight,2,0,High,2
36943.svs,0,train,E0430-G16-P0,caffeine,430,16,2,dataset/wsi/normal/36943.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36943.svs,normal,0,0,High,0
36938.svs,1,train,E0430-G16-P0,caffeine,430,16,1,dataset/wsi/abnormal/36938.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36938.svs,slight,1,0,High,2
36957.svs,0,train,E0430-G16-P1,caffeine,430,16,5,dataset/wsi/normal/36957.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36957.svs,normal,0,0,High,0
36947.svs,1,train,E0430-G16-P1,caffeine,430,16,3,dataset/wsi/abnormal/36947.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36947.svs,slight,1,0,High,2
37661.svs,0,train,E0432-G10-P0,papaverine,432,10,2,dataset/wsi/normal/37661.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37661.svs,normal,0,0,Middle,0
37656.svs,1,train,E0432-G10-P0,papaverine,432,10,1,dataset/wsi/abnormal/37656.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37656.svs,slight,1,0,Middle,2
37665.svs,0,train,E0432-G10-P1,papaverine,432,10,3,dataset/wsi/normal/37665.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37665.svs,normal,0,0,Middle,0
37670.svs,1,train,E0432-G10-P1,papaverine,432,10,4,dataset/wsi/abnormal/37670.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37670.svs,slight,1,0,Middle,2
37693.svs,0,train,E0432-G11-P0,papaverine,432,11,4,dataset/wsi/normal/37693.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37693.svs,normal,0,0,Middle,0
37679.svs,1,train,E0432-G11-P0,papaverine,432,11,1,dataset/wsi/abnormal/37679.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37679.svs,slight,1,0,Middle,2
37698.svs,0,train,E0432-G11-P1,papaverine,432,11,5,dataset/wsi/normal/37698.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37698.svs,normal,0,0,Middle,0
37683.svs,1,train,E0432-G11-P1,papaverine,432,11,2,dataset/wsi/abnormal/37683.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37683.svs,slight,1,0,Middle,2
37702.svs,0,train,E0432-G12-P0,papaverine,432,12,1,dataset/wsi/normal/37702.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37702.svs,normal,0,0,Middle,0
37707.svs,1,train,E0432-G12-P0,papaverine,432,12,2,dataset/wsi/abnormal/37707.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37707.svs,slight,1,0,Middle,2
37716.svs,0,train,E0432-G12-P1,papaverine,432,12,4,dataset/wsi/normal/37716.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37716.svs,normal,0,0,Middle,0
37711.svs,1,train,E0432-G12-P1,papaverine,432,12,3,dataset/wsi/abnormal/37711.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37711.svs,slight,1,0,Middle,2
37726.svs,0,train,E0432-G13-P0,papaverine,432,13,1,dataset/wsi/normal/37726.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37726.svs,normal,0,0,High,0
37735.svs,1,train,E0432-G13-P0,papaverine,432,13,3,dataset/wsi/abnormal/37735.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37735.svs,moderate,2,0,High,3
37730.svs,0,train,E0432-G13-P1,papaverine,432,13,2,dataset/wsi/normal/37730.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37730.svs,normal,0,0,High,0
37744.svs,1,train,E0432-G13-P1,papaverine,432,13,5,dataset/wsi/abnormal/37744.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37744.svs,slight,1,0,High,2
34989.svs,0,train,E0434-G07-P0,fenofibrate,434,7,1,dataset/wsi/normal/34989.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/34989.svs,normal,0,0,Low,0
35000.svs,1,train,E0434-G07-P0,fenofibrate,434,7,5,dataset/wsi/abnormal/35000.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/35000.svs,minimal,1,0,Low,1
35343.svs,0,train,E0436-G08-P0,chlorpropamide,436,8,1,dataset/wsi/normal/35343.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35343.svs,normal,0,0,Low,0
35346.svs,1,train,E0436-G08-P0,chlorpropamide,436,8,4,dataset/wsi/abnormal/35346.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35346.svs,minimal,1,0,Low,1
35344.svs,0,train,E0436-G08-P1,chlorpropamide,436,8,2,dataset/wsi/normal/35344.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35344.svs,normal,0,0,Low,0
35347.svs,1,train,E0436-G08-P1,chlorpropamide,436,8,5,dataset/wsi/abnormal/35347.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35347.svs,minimal,1,0,Low,1
35354.svs,0,train,E0436-G10-P0,chlorpropamide,436,10,2,dataset/wsi/normal/35354.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35354.svs,normal,0,0,Middle,0
35353.svs,1,train,E0436-G10-P0,chlorpropamide,436,10,1,dataset/wsi/abnormal/35353.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35353.svs,minimal,1,0,Middle,1
35356.svs,0,train,E0436-G10-P1,chlorpropamide,436,10,4,dataset/wsi/normal/35356.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35356.svs,normal,0,0,Middle,0
35345.svs,1,train,E0436-G10-P1,chlorpropamide,436,10,3,dataset/wsi/abnormal/35345.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35345.svs,minimal,1,0,Middle,1
35359.svs,0,train,E0436-G11-P0,chlorpropamide,436,11,2,dataset/wsi/normal/35359.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35359.svs,normal,0,0,Middle,0
35358.svs,1,train,E0436-G11-P0,chlorpropamide,436,11,1,dataset/wsi/abnormal/35358.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35358.svs,minimal,1,0,Middle,1
35368.svs,0,train,E0436-G13-P0,chlorpropamide,436,13,1,dataset/wsi/normal/35368.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35368.svs,normal,0,0,High,0
35369.svs,1,train,E0436-G13-P0,chlorpropamide,436,13,2,dataset/wsi/abnormal/35369.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35369.svs,minimal,1,0,High,1
38211.svs,0,train,E0442-G16-P0,sulindac,442,16,2,dataset/wsi/normal/38211.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38211.svs,normal,0,0,High,0
38209.svs,1,train,E0442-G16-P0,sulindac,442,16,1,dataset/wsi/abnormal/38209.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38209.svs,minimal,1,0,High,1
38214.svs,0,train,E0442-G16-P1,sulindac,442,16,4,dataset/wsi/normal/38214.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38214.svs,normal,0,0,High,0
38213.svs,1,train,E0442-G16-P1,sulindac,442,16,3,dataset/wsi/abnormal/38213.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38213.svs,minimal,1,0,High,1
38568.svs,0,train,E0443-G14-P0,sulindac,443,14,2,dataset/wsi/normal/38568.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38568.svs,normal,0,0,High,0
38566.svs,1,train,E0443-G14-P0,sulindac,443,14,1,dataset/wsi/abnormal/38566.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38566.svs,slight,2,0,High,2
38581.svs,0,train,E0443-G15-P0,sulindac,443,15,2,dataset/wsi/normal/38581.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38581.svs,normal,0,0,High,0
38579.svs,1,train,E0443-G15-P0,sulindac,443,15,1,dataset/wsi/abnormal/38579.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38579.svs,minimal,1,0,High,1
38589.svs,0,train,E0443-G16-P0,sulindac,443,16,3,dataset/wsi/normal/38589.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38589.svs,normal,0,0,High,0
38586.svs,1,train,E0443-G16-P0,sulindac,443,16,1,dataset/wsi/abnormal/38586.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38586.svs,minimal,2,0,High,1
59347.svs,0,val,E0447-G06-P0,galactosamine,447,6,2,dataset/wsi/normal/59347.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59347.svs,normal,0,0,Low,0
59345.svs,1,val,E0447-G06-P0,galactosamine,447,6,1,dataset/wsi/abnormal/59345.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59345.svs,minimal,3,0,Low,1
59349.svs,0,val,E0447-G06-P1,galactosamine,447,6,3,dataset/wsi/normal/59349.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59349.svs,normal,0,0,Low,0
59351.svs,1,val,E0447-G06-P1,galactosamine,447,6,4,dataset/wsi/abnormal/59351.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59351.svs,minimal,2,0,Low,1
59372.svs,0,val,E0447-G09-P0,galactosamine,447,9,1,dataset/wsi/normal/59372.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59372.svs,normal,0,0,Middle,0
59376.svs,1,val,E0447-G09-P0,galactosamine,447,9,3,dataset/wsi/abnormal/59376.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59376.svs,minimal,1,0,Middle,1
59374.svs,0,val,E0447-G09-P1,galactosamine,447,9,2,dataset/wsi/normal/59374.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59374.svs,normal,0,0,Middle,0
59378.svs,1,val,E0447-G09-P1,galactosamine,447,9,4,dataset/wsi/abnormal/59378.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59378.svs,minimal,2,0,Middle,1
59388.svs,0,val,E0447-G10-P0,galactosamine,447,10,5,dataset/wsi/normal/59388.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59388.svs,normal,0,0,Middle,0
59381.svs,1,val,E0447-G10-P0,galactosamine,447,10,1,dataset/wsi/abnormal/59381.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59381.svs,slight,3,0,Middle,2
59390.svs,0,val,E0447-G11-P0,galactosamine,447,11,1,dataset/wsi/normal/59390.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59390.svs,normal,0,0,Middle,0
59397.svs,1,val,E0447-G11-P0,galactosamine,447,11,5,dataset/wsi/abnormal/59397.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59397.svs,slight,3,0,Middle,2
59400.svs,0,val,E0447-G12-P0,galactosamine,447,12,2,dataset/wsi/normal/59400.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59400.svs,normal,0,0,Middle,0
59399.svs,1,val,E0447-G12-P0,galactosamine,447,12,1,dataset/wsi/abnormal/59399.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59399.svs,slight,3,0,Middle,2
59406.svs,0,val,E0447-G12-P1,galactosamine,447,12,5,dataset/wsi/normal/59406.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59406.svs,normal,0,0,Middle,0
59402.svs,1,val,E0447-G12-P1,galactosamine,447,12,3,dataset/wsi/abnormal/59402.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59402.svs,slight,3,0,Middle,2
59408.svs,0,val,E0447-G13-P0,galactosamine,447,13,1,dataset/wsi/normal/59408.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59408.svs,normal,0,0,High,0
59411.svs,1,val,E0447-G13-P0,galactosamine,447,13,3,dataset/wsi/abnormal/59411.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59411.svs,minimal,2,0,High,1
59409.svs,0,val,E0447-G13-P1,galactosamine,447,13,2,dataset/wsi/normal/59409.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59409.svs,normal,0,0,High,0
59413.svs,1,val,E0447-G13-P1,galactosamine,447,13,4,dataset/wsi/abnormal/59413.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59413.svs,minimal,2,0,High,1
59420.svs,0,val,E0447-G14-P0,galactosamine,447,14,3,dataset/wsi/normal/59420.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59420.svs,normal,0,0,High,0
59417.svs,1,val,E0447-G14-P0,galactosamine,447,14,1,dataset/wsi/abnormal/59417.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59417.svs,slight,3,0,High,2
59427.svs,0,val,E0447-G15-P0,galactosamine,447,15,2,dataset/wsi/normal/59427.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59427.svs,normal,0,0,High,0
59426.svs,1,val,E0447-G15-P0,galactosamine,447,15,1,dataset/wsi/abnormal/59426.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59426.svs,slight,3,0,High,2
59436.svs,0,val,E0447-G16-P0,galactosamine,447,16,2,dataset/wsi/normal/59436.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59436.svs,normal,0,0,High,0
59434.svs,1,val,E0447-G16-P0,galactosamine,447,16,1,dataset/wsi/abnormal/59434.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59434.svs,moderate,3,0,High,3
58711.svs,0,val,E0454-G05-P0,cycloheximide,454,5,2,dataset/wsi/normal/58711.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58711.svs,normal,0,0,Low,0
58708.svs,1,val,E0454-G05-P0,cycloheximide,454,5,1,dataset/wsi/abnormal/58708.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58708.svs,slight,1,0,Low,2
58714.svs,0,val,E0454-G05-P1,cycloheximide,454,5,3,dataset/wsi/normal/58714.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58714.svs,normal,0,0,Low,0
58720.svs,1,val,E0454-G05-P1,cycloheximide,454,5,5,dataset/wsi/abnormal/58720.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58720.svs,slight,1,0,Low,2
58726.svs,0,val,E0454-G06-P0,cycloheximide,454,6,2,dataset/wsi/normal/58726.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58726.svs,normal,0,0,Low,0
58723.svs,1,val,E0454-G06-P0,cycloheximide,454,6,1,dataset/wsi/abnormal/58723.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58723.svs,slight,1,0,Low,2
58738.svs,0,val,E0454-G07-P0,cycloheximide,454,7,1,dataset/wsi/normal/58738.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58738.svs,normal,0,0,Low,0
58741.svs,1,val,E0454-G07-P0,cycloheximide,454,7,2,dataset/wsi/abnormal/58741.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58741.svs,slight,1,0,Low,2
58744.svs,0,val,E0454-G07-P1,cycloheximide,454,7,3,dataset/wsi/normal/58744.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58744.svs,normal,0,0,Low,0
58747.svs,1,val,E0454-G07-P1,cycloheximide,454,7,4,dataset/wsi/abnormal/58747.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/cycloheximide/Liver/58747.svs,slight,1,0,Low,2
59147.svs,0,val,E0455-G14-P0,tunicamycin,455,14,1,dataset/wsi/normal/59147.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59147.svs,normal,0,0,High,0
59159.svs,1,val,E0455-G14-P0,tunicamycin,455,14,3,dataset/wsi/abnormal/59159.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59159.svs,slight,1,0,High,2
59153.svs,0,val,E0455-G14-P1,tunicamycin,455,14,2,dataset/wsi/normal/59153.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59153.svs,normal,0,0,High,0
59171.svs,1,val,E0455-G14-P1,tunicamycin,455,14,5,dataset/wsi/abnormal/59171.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59171.svs,slight,1,0,High,2
59206.svs,0,val,E0455-G16-P0,tunicamycin,455,16,1,dataset/wsi/normal/59206.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59206.svs,normal,0,0,High,0
59212.svs,1,val,E0455-G16-P0,tunicamycin,455,16,2,dataset/wsi/abnormal/59212.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59212.svs,slight,1,0,High,2
59218.svs,0,val,E0455-G16-P1,tunicamycin,455,16,3,dataset/wsi/normal/59218.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59218.svs,normal,0,0,High,0
59230.svs,1,val,E0455-G16-P1,tunicamycin,455,16,5,dataset/wsi/abnormal/59230.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/tunicamycin/Liver/59230.svs,slight,1,0,High,2
59368.svs,0,val,E0456-G07-P0,phorone,456,7,1,dataset/wsi/normal/59368.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59368.svs,normal,0,0,Low,0
59375.svs,1,val,E0456-G07-P0,phorone,456,7,4,dataset/wsi/abnormal/59375.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59375.svs,minimal,1,0,Low,1
59425.svs,0,val,E0456-G12-P0,phorone,456,12,1,dataset/wsi/normal/59425.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59425.svs,normal,0,0,Middle,0
59432.svs,1,val,E0456-G12-P0,phorone,456,12,4,dataset/wsi/abnormal/59432.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59432.svs,slight,1,0,Middle,2
71067.svs,0,val,E0456-G13-P0,phorone,456,13,1,dataset/wsi/normal/71067.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/71067.svs,normal,0,0,High,0
59439.svs,1,val,E0456-G13-P0,phorone,456,13,2,dataset/wsi/abnormal/59439.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59439.svs,minimal,3,0,High,1
59441.svs,0,val,E0456-G13-P1,phorone,456,13,3,dataset/wsi/normal/59441.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59441.svs,normal,0,0,High,0
59444.svs,1,val,E0456-G13-P1,phorone,456,13,4,dataset/wsi/abnormal/59444.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/phorone/Liver/59444.svs,minimal,2,0,High,1
60062.svs,0,val,E0458-G09-P0,diethyl maleate,458,9,1,dataset/wsi/normal/60062.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/diethyl_maleate/Liver/60062.svs,normal,0,0,Middle,0
