svs_file,y,split,pair_id,animal_id,label,COMPOUND_NAME,dose_level,dose_truncated,DOSE,DOSE_UNIT,SACRIFICE_PERIOD,sacrifice_hours,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,ANIMAL_AGE_week,n_findings,n_findings_drug,n_findings_spont,max_grade,findings,topographies,grades,sp_flags,EXP_ID,GROUP_ID,INDIVIDUAL_ID,ORGAN,CAPTURE_NO,url,FILE_LOCATION,dup_grade_conflict
36938.svs,1,,E0430-G16-P0,E0430-G16-I1,abnormal,caffeine,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,Hypertrophy,Centrilobular,slight,false,430,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36938.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36938.svs,0
36943.svs,0,,E0430-G16-P0,E0430-G16-I2,normal,caffeine,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,430,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36943.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36943.svs,0
36947.svs,1,,E0430-G16-P1,E0430-G16-I3,abnormal,caffeine,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,Hypertrophy,Centrilobular,slight,false,430,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36947.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36947.svs,0
36957.svs,0,,E0430-G16-P1,E0430-G16-I5,normal,caffeine,High,0,100,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,430,16,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36957.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/caffeine/Liver/36957.svs,0
37656.svs,1,,E0432-G10-P0,E0432-G10-I1,abnormal,papaverine,Middle,0,120,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,slight,Ground glass appearance,Centrilobular,slight,false,432,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37656.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37656.svs,0
37661.svs,0,,E0432-G10-P0,E0432-G10-I2,normal,papaverine,Middle,0,120,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,432,10,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37661.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37661.svs,0
37665.svs,0,,E0432-G10-P1,E0432-G10-I3,normal,papaverine,Middle,0,120,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,432,10,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37665.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37665.svs,0
37670.svs,1,,E0432-G10-P1,E0432-G10-I4,abnormal,papaverine,Middle,0,120,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,slight,Ground glass appearance,Centrilobular,slight,false,432,10,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37670.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37670.svs,0
37679.svs,1,,E0432-G11-P0,E0432-G11-I1,abnormal,papaverine,Middle,0,120,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,slight,Ground glass appearance,Centrilobular,slight,false,432,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37679.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37679.svs,0
37683.svs,1,,E0432-G11-P1,E0432-G11-I2,abnormal,papaverine,Middle,0,120,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,slight,Ground glass appearance,Centrilobular,slight,false,432,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37683.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37683.svs,0
37693.svs,0,,E0432-G11-P0,E0432-G11-I4,normal,papaverine,Middle,0,120,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,432,11,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37693.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37693.svs,0
37698.svs,0,,E0432-G11-P1,E0432-G11-I5,normal,papaverine,Middle,0,120,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,432,11,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37698.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37698.svs,0
37702.svs,0,,E0432-G12-P0,E0432-G12-I1,normal,papaverine,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,432,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37702.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37702.svs,0
37707.svs,1,,E0432-G12-P0,E0432-G12-I2,abnormal,papaverine,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,Ground glass appearance,Centrilobular,slight,false,432,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37707.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37707.svs,0
37711.svs,1,,E0432-G12-P1,E0432-G12-I3,abnormal,papaverine,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,slight,Ground glass appearance,Centrilobular,slight,false,432,12,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37711.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37711.svs,0
37716.svs,0,,E0432-G12-P1,E0432-G12-I4,normal,papaverine,Middle,0,120,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,432,12,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37716.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37716.svs,0
37726.svs,0,,E0432-G13-P0,E0432-G13-I1,normal,papaverine,High,0,400,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,432,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37726.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37726.svs,0
37730.svs,0,,E0432-G13-P1,E0432-G13-I2,normal,papaverine,High,0,400,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,432,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37730.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37730.svs,0
37735.svs,1,,E0432-G13-P0,E0432-G13-I3,abnormal,papaverine,High,0,400,mg/kg,4 day,96,Repeat,Gavage,6,2,2,0,moderate,Ground glass appearance; Increased mitosis,Centrilobular; Hepatocyte,moderate; slight,false; false,432,13,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37735.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37735.svs,0
37744.svs,1,,E0432-G13-P1,E0432-G13-I5,abnormal,papaverine,High,0,400,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,slight,Increased mitosis,Hepatocyte,slight,false,432,13,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37744.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/papaverine/Liver/37744.svs,0
34989.svs,0,,E0434-G07-P0,E0434-G07-I1,normal,fenofibrate,Low,0,10,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,434,7,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/34989.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/34989.svs,0
35000.svs,1,,E0434-G07-P0,E0434-G07-I5,abnormal,fenofibrate,Low,0,10,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,"Degeneration, granular, eosinophilic",Hepatocyte,minimal,false,434,7,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/35000.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/fenofibrate/Liver/35000.svs,0
35343.svs,0,,E0436-G08-P0,E0436-G08-I1,normal,chlorpropamide,Low,0,30,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,436,8,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35343.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35343.svs,0
35344.svs,0,,E0436-G08-P1,E0436-G08-I2,normal,chlorpropamide,Low,0,30,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,436,8,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35344.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35344.svs,0
35346.svs,1,,E0436-G08-P0,E0436-G08-I4,abnormal,chlorpropamide,Low,0,30,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,436,8,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35346.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35346.svs,0
35347.svs,1,,E0436-G08-P1,E0436-G08-I5,abnormal,chlorpropamide,Low,0,30,mg/kg,29 day,696,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,436,8,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35347.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35347.svs,0
35353.svs,1,,E0436-G10-P0,E0436-G10-I1,abnormal,chlorpropamide,Middle,0,100,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,436,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35353.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35353.svs,0
35354.svs,0,,E0436-G10-P0,E0436-G10-I2,normal,chlorpropamide,Middle,0,100,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,436,10,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35354.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35354.svs,0
35345.svs,1,,E0436-G10-P1,E0436-G10-I3,abnormal,chlorpropamide,Middle,0,100,mg/kg,8 day,192,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,436,10,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35345.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35345.svs,0
35356.svs,0,,E0436-G10-P1,E0436-G10-I4,normal,chlorpropamide,Middle,0,100,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,436,10,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35356.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35356.svs,0
35358.svs,1,,E0436-G11-P0,E0436-G11-I1,abnormal,chlorpropamide,Middle,0,100,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,436,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35358.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35358.svs,0
35359.svs,0,,E0436-G11-P0,E0436-G11-I2,normal,chlorpropamide,Middle,0,100,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,436,11,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35359.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35359.svs,0
35368.svs,0,,E0436-G13-P0,E0436-G13-I1,normal,chlorpropamide,High,0,300,mg/kg,4 day,96,Repeat,Gavage,6,0,0,0,,,,,,436,13,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35368.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35368.svs,0
35369.svs,1,,E0436-G13-P0,E0436-G13-I2,abnormal,chlorpropamide,High,0,300,mg/kg,4 day,96,Repeat,Gavage,6,1,1,0,minimal,Hypertrophy,Centrilobular,minimal,false,436,13,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35369.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/chlorpropamide/Liver/35369.svs,0
38209.svs,1,,E0442-G16-P0,E0442-G16-I1,abnormal,sulindac,High,0,150,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,minimal,Hypertrophy,Periportal,minimal,false,442,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38209.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38209.svs,0
38211.svs,0,,E0442-G16-P0,E0442-G16-I2,normal,sulindac,High,0,150,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,442,16,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38211.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38211.svs,0
38213.svs,1,,E0442-G16-P1,E0442-G16-I3,abnormal,sulindac,High,0,150,mg/kg,24 hr,24,Single,Gavage,6,1,1,0,minimal,Hypertrophy,Periportal,minimal,false,442,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38213.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38213.svs,0
38214.svs,0,,E0442-G16-P1,E0442-G16-I4,normal,sulindac,High,0,150,mg/kg,24 hr,24,Single,Gavage,6,0,0,0,,,,,,442,16,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38214.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38214.svs,0
38566.svs,1,,E0443-G14-P0,E0443-G14-I1,abnormal,sulindac,High,0,50,mg/kg,8 day,192,Repeat,Gavage,6,2,2,0,slight,"Atrophy; Cellular infiltration, neutrophil",Hepatic cord; Serosa,slight; slight,false; false,443,14,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38566.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38566.svs,0
38568.svs,0,,E0443-G14-P0,E0443-G14-I2,normal,sulindac,High,0,50,mg/kg,8 day,192,Repeat,Gavage,6,0,0,0,,,,,,443,14,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38568.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38568.svs,0
38579.svs,1,,E0443-G15-P0,E0443-G15-I1,abnormal,sulindac,High,0,50,mg/kg,15 day,360,Repeat,Gavage,6,1,1,0,minimal,"Hematopoiesis, extramedullary",-,minimal,false,443,15,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38579.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38579.svs,0
38581.svs,0,,E0443-G15-P0,E0443-G15-I2,normal,sulindac,High,0,50,mg/kg,15 day,360,Repeat,Gavage,6,0,0,0,,,,,,443,15,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38581.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38581.svs,0
38586.svs,1,,E0443-G16-P0,E0443-G16-I1,abnormal,sulindac,High,0,50,mg/kg,29 day,696,Repeat,Gavage,6,2,2,0,minimal,"Hematopoiesis, extramedullary; Hypertrophy",-; Periportal,minimal; minimal,false; false,443,16,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38586.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38586.svs,0
38589.svs,0,,E0443-G16-P0,E0443-G16-I3,normal,sulindac,High,0,50,mg/kg,29 day,696,Repeat,Gavage,6,0,0,0,,,,,,443,16,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38589.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/sulindac/Liver/38589.svs,0
59345.svs,1,,E0447-G06-P0,E0447-G06-I1,abnormal,galactosamine,Low,0,100,mg/kg,6 hr,6,Single,intraperitoneal injection,6,3,3,0,minimal,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; minimal; minimal,false; false; false,447,6,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59345.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59345.svs,0
59347.svs,0,,E0447-G06-P0,E0447-G06-I2,normal,galactosamine,Low,0,100,mg/kg,6 hr,6,Single,intraperitoneal injection,6,0,0,0,,,,,,447,6,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59347.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59347.svs,0
59349.svs,0,,E0447-G06-P1,E0447-G06-I3,normal,galactosamine,Low,0,100,mg/kg,6 hr,6,Single,intraperitoneal injection,6,0,0,0,,,,,,447,6,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59349.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59349.svs,0
59351.svs,1,,E0447-G06-P1,E0447-G06-I4,abnormal,galactosamine,Low,0,100,mg/kg,6 hr,6,Single,intraperitoneal injection,6,2,2,0,minimal,Degeneration; Single cell necrosis,Hepatocyte; Hepatocyte,minimal; minimal,false; false,447,6,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59351.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59351.svs,0
59372.svs,0,,E0447-G09-P0,E0447-G09-I1,normal,galactosamine,Middle,0,300,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,447,9,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59372.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59372.svs,0
59374.svs,0,,E0447-G09-P1,E0447-G09-I2,normal,galactosamine,Middle,0,300,mg/kg,3 hr,3,Single,intraperitoneal injection,6,0,0,0,,,,,,447,9,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59374.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59374.svs,0
59376.svs,1,,E0447-G09-P0,E0447-G09-I3,abnormal,galactosamine,Middle,0,300,mg/kg,3 hr,3,Single,intraperitoneal injection,6,1,1,0,minimal,Single cell necrosis,Hepatocyte,minimal,false,447,9,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59376.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59376.svs,0
59378.svs,1,,E0447-G09-P1,E0447-G09-I4,abnormal,galactosamine,Middle,0,300,mg/kg,3 hr,3,Single,intraperitoneal injection,6,2,2,0,minimal,Degeneration; Single cell necrosis,Hepatocyte; Hepatocyte,minimal; minimal,false; false,447,9,4,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59378.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59378.svs,0
59381.svs,1,,E0447-G10-P0,E0447-G10-I1,abnormal,galactosamine,Middle,0,300,mg/kg,6 hr,6,Single,intraperitoneal injection,6,3,3,0,slight,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; slight; slight,false; false; false,447,10,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59381.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59381.svs,0
59388.svs,0,,E0447-G10-P0,E0447-G10-I5,normal,galactosamine,Middle,0,300,mg/kg,6 hr,6,Single,intraperitoneal injection,6,0,0,0,,,,,,447,10,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59388.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59388.svs,0
59390.svs,0,,E0447-G11-P0,E0447-G11-I1,normal,galactosamine,Middle,0,300,mg/kg,9 hr,9,Single,intraperitoneal injection,6,0,0,0,,,,,,447,11,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59390.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59390.svs,0
59397.svs,1,,E0447-G11-P0,E0447-G11-I5,abnormal,galactosamine,Middle,0,300,mg/kg,9 hr,9,Single,intraperitoneal injection,6,3,3,0,slight,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; slight; minimal,false; false; false,447,11,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59397.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59397.svs,0
59399.svs,1,,E0447-G12-P0,E0447-G12-I1,abnormal,galactosamine,Middle,0,300,mg/kg,24 hr,24,Single,intraperitoneal injection,6,3,3,0,slight,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; slight; slight,false; false; false,447,12,1,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59399.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59399.svs,0
59400.svs,0,,E0447-G12-P0,E0447-G12-I2,normal,galactosamine,Middle,0,300,mg/kg,24 hr,24,Single,intraperitoneal injection,6,0,0,0,,,,,,447,12,2,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59400.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59400.svs,0
59402.svs,1,,E0447-G12-P1,E0447-G12-I3,abnormal,galactosamine,Middle,0,300,mg/kg,24 hr,24,Single,intraperitoneal injection,6,3,3,0,slight,Cellular infiltration; Degeneration; Single cell necrosis,-; Hepatocyte; Hepatocyte,minimal; slight; slight,false; false; false,447,12,3,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59402.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59402.svs,0
59406.svs,0,,E0447-G12-P1,E0447-G12-I5,normal,galactosamine,Middle,0,300,mg/kg,24 hr,24,Single,intraperitoneal injection,6,0,0,0,,,,,,447,12,5,Liver,1/1,https://dbarchive.biosciencedbc.jp/data/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59406.svs,ftp://ftp.biosciencedbc.jp/archive/open-tggates-pathological-images/LATEST/images/galactosamine/Liver/59406.svs,0
