svs_file,label,width,height,AppMag,mpp_x,mpp_y,vendor,n_levels,resize_to_20x,approx_patches_20x
21019.svs,normal,39839,23879,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14415
21941.svs,normal,45815,39170,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27234
21952.svs,normal,43823,34766,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23085
22056.svs,normal,39839,32859,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19840
22080.svs,normal,41831,36932,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23472
22084.svs,normal,43823,38343,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25479
22694.svs,normal,29879,30294,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,13688
25607.svs,normal,59759,27426,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24931
25611.svs,normal,63743,27922,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27032
25612.svs,normal,63743,42914,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,41416
25617.svs,normal,59759,39168,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,35649
25700.svs,normal,59759,38843,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,35183
25705.svs,normal,59759,36255,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,32853
25760.svs,normal,61751,39867,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,37355
25763.svs,normal,61751,42773,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,40247
25958.svs,normal,57767,38537,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33750
25966.svs,normal,65735,43303,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,43264
25970.svs,normal,63743,34574,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,33480
25998.svs,normal,55775,38894,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,32767
26003.svs,normal,63743,44050,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,42656
26022.svs,normal,55775,34773,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,29295
26083.svs,normal,57767,34261,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,29925
26126.svs,normal,67727,45860,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,47256
26131.svs,normal,53783,41565,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,34020
26555.svs,normal,69719,32652,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34544
26558.svs,normal,65735,32908,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,32768
26565.svs,normal,75695,37634,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,43365
26585.svs,normal,67727,37395,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,38544
26589.svs,normal,73703,36140,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,40467
26600.svs,normal,75695,30067,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34515
27108.svs,normal,59759,40400,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,36581
27113.svs,normal,43823,35431,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23598
27213.svs,normal,55775,37911,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32116
27217.svs,normal,61751,34577,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32535
27361.svs,normal,59759,42550,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,38678
27368.svs,normal,61751,41651,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,39042
27411.svs,normal,65735,32325,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,32256
27412.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
27413.svs,normal,65735,33074,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,33024
27416.svs,normal,73703,35642,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,39893
27418.svs,normal,71711,31984,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34720
27501.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
27510.svs,normal,67727,37874,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,38808
27617.svs,normal,61751,25179,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23618
27620.svs,normal,59759,28924,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26096
27649.svs,normal,57767,28845,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25200
27653.svs,normal,53783,27018,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22050
28071.svs,normal,83663,43777,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,55746
28075.svs,normal,59759,38654,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,34950
28125.svs,normal,61751,41729,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,39283
28128.svs,normal,59759,42062,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,38212
28146.svs,normal,61751,44971,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,42175
28164.svs,normal,57767,39489,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,34650
28168.svs,normal,49799,42576,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32204
28214.svs,normal,61751,42973,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,40247
28670.svs,normal,63743,42833,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,41416
28693.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
28715.svs,normal,65735,29333,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,29184
28716.svs,normal,67727,27085,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,27720
28751.svs,normal,69719,26833,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,28288
29026.svs,normal,61751,29254,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27474
29858.svs,normal,57767,31256,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27450
29886.svs,normal,59759,35826,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,32387
29896.svs,normal,55775,34751,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29295
30261.svs,normal,47807,28608,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20646
30406.svs,normal,69719,43248,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,45696
30408.svs,normal,57767,38136,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33300
30474.svs,normal,51791,29101,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22826
30499.svs,normal,55775,30842,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26040
30514.svs,normal,53783,30763,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25200
30520.svs,normal,59759,29674,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26795
30523.svs,normal,55775,36331,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30597
30714.svs,normal,61751,40520,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,38078
30750.svs,normal,57767,38553,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33750
30752.svs,normal,59759,40702,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,36814
30823.svs,normal,53783,32674,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26670
30842.svs,normal,61751,38338,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,35909
31123.svs,normal,53783,32260,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26460
31164.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
31165.svs,normal,61751,44719,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,41934
31635.svs,normal,33863,42430,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21780
31644.svs,normal,33863,40101,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20592
31793.svs,normal,73703,46275,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,51660
31816.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
31820.svs,normal,59759,42894,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,38911
31825.svs,normal,61751,44970,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,42175
31945.svs,normal,57767,40154,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,35100
31977.svs,normal,63743,36902,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,35712
31993.svs,normal,59759,44807,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,40775
32010.svs,normal,59759,40233,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,36581
32085.svs,normal,37847,41734,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,23961
32164.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
32174.svs,normal,33863,42102,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,21648
32268.svs,normal,63743,30832,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29760
32324.svs,normal,71711,33647,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,36680
32325.svs,normal,63743,32245,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31000
32599.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
32904.svs,normal,43823,46508,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,30951
33009.svs,normal,53783,31593,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25830
33014.svs,normal,51791,33093,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26058
33062.svs,normal,51791,33591,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26462
33067.svs,normal,51791,33259,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26058
33071.svs,normal,47807,38252,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27714
33072.svs,normal,53783,32675,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26670
33080.svs,normal,53783,37498,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,30660
33352.svs,normal,53783,32924,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26880
33361.svs,normal,47807,30437,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21948
33390.svs,normal,49799,33260,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25026
33396.svs,normal,51791,33426,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26260
33433.svs,normal,33863,36376,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18744
33479.svs,normal,33863,35966,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18480
33651.svs,normal,47807,31933,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23064
33662.svs,normal,51791,32012,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25250
33680.svs,normal,43823,31273,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20862
33920.svs,normal,45815,31688,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21894
33925.svs,normal,31871,35587,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,17236
33930.svs,normal,47807,34926,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25296
33936.svs,normal,41831,26535,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16789
33943.svs,normal,43823,28613,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18981
33964.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
33978.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
34069.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
34227.svs,normal,47807,34012,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24552
34247.svs,normal,51791,37333,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29290
34271.svs,normal,51791,35255,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27674
34346.svs,normal,31871,32926,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15872
34374.svs,normal,29879,23837,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,10788
34831.svs,normal,29879,25139,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,11368
34989.svs,normal,49799,32430,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24444
35156.svs,normal,31871,29210,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14136
35180.svs,normal,33863,30953,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,15840
35185.svs,normal,35855,33863,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18480
35201.svs,normal,37847,28537,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16317
35222.svs,normal,37847,27956,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16023
35343.svs,normal,47807,35663,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25854
35344.svs,normal,43823,33456,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,22230
35354.svs,normal,39839,33648,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,20305
35356.svs,normal,45815,31414,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,21716
35359.svs,normal,45815,34569,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24030
35368.svs,normal,39839,31872,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,19220
35739.svs,normal,35855,37189,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,20300
35988.svs,normal,35855,30952,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16800
35998.svs,normal,33863,31287,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16104
36100.svs,normal,31871,30958,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14880
36105.svs,normal,35855,32365,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17640
36213.svs,normal,31871,27040,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13020
36219.svs,normal,33863,29195,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15048
36316.svs,normal,35855,26369,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14420
36428.svs,normal,29879,24058,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,10788
36439.svs,normal,27887,33124,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,13932
36543.svs,normal,27887,23810,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,10044
36656.svs,normal,53783,34074,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,27930
36662.svs,normal,49799,31296,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,23668
36698.svs,normal,49799,32894,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24832
36943.svs,normal,33863,29043,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14916
36957.svs,normal,33863,37938,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19536
37052.svs,normal,47807,33648,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24366
37055.svs,normal,45815,32385,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,22428
37095.svs,normal,47807,34787,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,25110
37098.svs,normal,47807,32124,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,23250
37115.svs,normal,45815,35194,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24386
37661.svs,normal,33863,32785,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16896
37665.svs,normal,31871,31371,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,15128
37693.svs,normal,33863,34365,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17688
37698.svs,normal,35855,35607,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19460
37702.svs,normal,31871,30789,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,14880
37716.svs,normal,33863,33450,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17160
37726.svs,normal,31871,32703,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,15748
37730.svs,normal,33863,31535,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,16236
38211.svs,normal,49799,28078,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,21146
38214.svs,normal,45815,27861,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,19224
38563.svs,normal,55775,44977,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,37975
38568.svs,normal,53783,32791,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,26880
38573.svs,normal,37847,32944,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18816
38581.svs,normal,51791,35540,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,27876
38589.svs,normal,49799,32431,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,24444
38618.svs,normal,29879,33704,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,15196
38623.svs,normal,33863,36277,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18612
40591.svs,normal,53783,40755,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,33390
40613.svs,normal,55775,31638,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,26691
40616.svs,normal,53783,26504,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,21630
40625.svs,normal,55775,34614,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,29295
40634.svs,normal,55775,37431,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,31682
4103.svs,normal,57781,32943,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,28800
4125.svs,normal,61766,36273,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,33981
4131.svs,normal,65751,31278,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,31232
4132.svs,normal,59773,30638,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,27727
41387.svs,normal,59759,29006,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26329
41389.svs,normal,61751,29170,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27233
41396.svs,normal,59759,30921,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27960
41401.svs,normal,61751,28839,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,26992
41412.svs,normal,57767,29175,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25425
41414.svs,normal,53783,28102,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22890
41434.svs,normal,61751,29919,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27956
41436.svs,normal,61751,31832,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29884
41774.svs,normal,65735,31162,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,30976
41776.svs,normal,61751,31333,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29402
41786.svs,normal,77687,35969,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,42420
41790.svs,normal,65735,30080,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,29952
41837.svs,normal,69719,32737,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34544
41850.svs,normal,69719,35314,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37264
41856.svs,normal,73703,33395,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37310
42454.svs,normal,71711,29573,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,32200
42465.svs,normal,69719,34483,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,36448
42524.svs,normal,57767,27265,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23850
42533.svs,normal,55775,25936,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21917
42545.svs,normal,53783,24109,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,19740
42968.svs,normal,37847,28192,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16170
42980.svs,normal,39839,31002,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18755
43813.svs,normal,69719,31655,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,33456
43836.svs,normal,75695,33310,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,38350
43838.svs,normal,67727,30245,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,31152
4405.svs,normal,103607,45238,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,71104
4408.svs,normal,93645,45238,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,64240
44132.svs,normal,65735,39183,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,39168
4419.svs,normal,57781,33967,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,29700
4420.svs,normal,59773,38066,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,34484
44228.svs,normal,59759,40690,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,36814
4439.svs,normal,65751,45238,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,45056
44391.svs,normal,71711,34728,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,37800
4440.svs,normal,63758,41908,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,40587
44422.svs,normal,67727,33238,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34056
44427.svs,normal,67727,35482,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,36432
4458.svs,normal,65751,38450,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,38400
4460.svs,normal,67743,44085,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,45408
44817.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
45007.svs,normal,71711,30489,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,33320
45014.svs,normal,63743,30415,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,29264
45442.svs,normal,51791,39737,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,31310
45482.svs,normal,65735,34676,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,34560
45495.svs,normal,105575,45937,20,0.49619999999999997,0.49619999999999997,aperio,4,1.0,73748
46059.svs,normal,63743,32078,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31000
46069.svs,normal,61751,30750,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28920
46382.svs,normal,73703,34643,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,38745
46384.svs,normal,69719,33319,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,35360
46723.svs,normal,63743,32495,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,31248
46730.svs,normal,67727,32322,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,33264
46735.svs,normal,29879,36255,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16356
46777.svs,normal,31871,37848,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18228
46810.svs,normal,33863,36389,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18744
46814.svs,normal,33863,38082,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,19536
46824.svs,normal,35855,40154,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,21840
46828.svs,normal,31871,39714,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,19220
47465.svs,normal,65735,28418,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,28416
47467.svs,normal,69719,32404,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,34272
47472.svs,normal,75695,29652,20,0.49159999999999998,0.49159999999999998,aperio,4,1.0,33925
4765.svs,normal,55775,40824,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,34503
47821.svs,normal,29879,28754,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12992
47825.svs,normal,37847,29159,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,16611
47844.svs,normal,33863,29605,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15180
47849.svs,normal,61751,25680,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,24100
47856.svs,normal,59759,27759,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25164
47857.svs,normal,33863,28892,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14784
47861.svs,normal,33863,30326,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15576
47862.svs,normal,59759,30339,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,27494
47871.svs,normal,55775,25022,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21049
47880.svs,normal,29879,26587,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,11948
48078.svs,normal,61751,30917,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,28920
4828.svs,normal,61751,45385,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,42657
4829.svs,normal,61766,41140,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,38560
4839.svs,normal,57781,42036,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,36900
4845.svs,normal,57781,41908,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,36675
4867.svs,normal,61766,37810,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,35427
4872.svs,normal,61766,39859,20,0.49840000000000001,0.49840000000000001,aperio,3,1.0,37355
48761.svs,normal,31871,26235,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12648
48794.svs,normal,35855,33133,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18060
48799.svs,normal,33863,30977,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,15972
4880.svs,normal,65751,43573,20,0.49840000000000001,0.49840000000000001,aperio,4,1.0,43520
48833.svs,normal,33863,28323,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14520
48858.svs,normal,31871,27784,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13392
4887.svs,normal,61751,43640,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,40970
48906.svs,normal,29879,28852,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12992
48919.svs,normal,29879,27796,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12528
48948.svs,normal,37847,31913,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,18228
49032.svs,normal,45815,31935,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22072
49038.svs,normal,45815,31271,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,21716
49042.svs,normal,47807,32515,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,23622
49044.svs,normal,49799,29853,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22504
49052.svs,normal,41831,26953,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,17115
49056.svs,normal,41831,29695,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,18745
4916.svs,normal,57767,43728,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,38250
4919.svs,normal,63743,39312,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,37944
49235.svs,normal,29879,28444,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,12876
49278.svs,normal,31871,30766,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14880
49342.svs,normal,31871,29632,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14260
49442.svs,normal,31871,29382,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14136
49467.svs,normal,29879,30051,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,13572
49478.svs,normal,31871,30360,20,0.49619999999999997,0.49619999999999997,aperio,3,1.0,14632
49738.svs,normal,47807,35508,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,25668
49763.svs,normal,43823,33270,20,0.49159999999999998,0.49159999999999998,aperio,3,1.0,22059
